Title,Year,Quote,Trans
3 Idiots,Release Year - 2009,Life is a race ... if you don't run fast ... you will be like a broken undaa,Life is a race ... if you don't run fast ... you will be like a broken egg

3 Idiots,Release Year - 2009,"Tum Gujarati log itne cute hote ho ... par tum log ka khana itna khatarnak kyun hota hai ... dhokla, fafda, handva, thepla ... aaise lagta hai jaise koi missiles hai","You Gujarati people are so cute ... but why is your food so dangerous ... dhokla, fafda, handva, thepla ... it sounds like they are missiles"

Once Upon A Time In Mumbaai,Release Year - 2010,"Main un cheezon ki smuggling karta hoon, jinki ijaazat sarkar nahi deti ... un cheezon ki nahi, jinki ijaazat zameer nahi deta","I smuggle things, that the government does not permit ... not of those, that conscience does not permit"

Once Upon A Time In Mumbaai,Release Year - 2010,Aadmi tabhi bada banta hai ... jab bade log usse milne ka intezaar kare,A man becomes famous ... only when famous people wait to meet him

Once Upon A Time In Mumbaai,Release Year - 2010,Dua mein yaad rakhna,Remember me in your prayers

Once Upon A Time In Mumbaai,Release Year - 2010,Zindagi ho toh smuggler jaisi ... sari duniya raakh ki tarah neeche aur khud dhuen ke tarah upar,Life should be like a smuggler ... the whole world is like ash below and we are like smoke above

Singham,Release Year - 2011,Kutton ka jhund kitna bhi bada ho ... uske liye ek sher hi kaafi hota hai,No matter how big the group of dogs is ... for them one tiger is more than enough

Singham,Release Year - 2011,Jisme hai dum ... to fakht Bajirao Singham,One who has courage ... that is only Bajirao Singham

Singham,Release Year - 2011,Aata maajhi satakli!,My mind gone mad!

Singham,Release Year - 2011,Aali re aali ... aata tujhi baari aali,It's here it's here ... now your turn is here

Omkara,Release Year - 2006,Chaand jab aadha ho jaave hai na ... toh bhi chaand hi kehlave hai,When the moon becomes half ... it is still called as the moon

Omkara,Release Year - 2006,"Bewakoof aur chutiye mein dhaage bhar ka farak hota haiga bhaiya ... dhaage ke ingay bewakoof aur ungay chutiya ... aur joh dhaaga hainch lo, toh kaun hai bewakoof aur kaun hai chutiya, crore rupiye ka prashan hai bhaiya","Brother, there is only a threads difference between a fool and a dumbass ... on one end of the thread is the fool and on the other is the dumbass ... and brother if you break that thread it's a million dollar question as to who's the fool and who's the dumbass"

Omkara,Release Year - 2006,Hassi badi mehangi ho rakhi hai duniya mein,A smile is getting more and more expensive in the world

Omkara,Release Year - 2006,Main juttha toh kutte ka jaana ... aur sachcha toh teri maa ka khasam ... bhenchod!,If I'm a liar then I'm a bitch's son ... and if I'm correct then your mother's illegitimate lover ... you sister fucker!

Zanjeer (1973),Release Year - 1973,Jab tak baithne ko na kaha jaaye sharafat se khade raho ... yeh police station hai ... tumhare baap ka ghar nahi,Stand straight until you are told to sit ... this is a police station ... not your father's house

Zanjeer (1973),Release Year - 1973,Sher Khan ne shaadi nahi ki toh kya hua ... lekin baaraatein bahut dekhi hai,So what if Sher Khan is not married ... he has seen a lot of processions

Zanjeer (1973),Release Year - 1973,Is ilaaqe mein naye aaye ho sahab? ... varna Sher Khan ko kaun nahi jaanta,"Sir, are you new in the area? ... otherwise who does not know Sher Khan"

Zanjeer (1973),Release Year - 1973,Baarah junglee kutte milkar sher ko maar daalte hai,12 wild dogs together killed the tiger

Band Baaja Baaraat,Release Year - 2010,Milte hain market mein,I will meet you in the market

Band Baaja Baaraat,Release Year - 2010,"Business ka first rule ... jiske saath vyapaar karo, usse kabhi na pyar karo","First rule of business ... with whom you trade, never fall in love with them"

Band Baaja Baaraat,Release Year - 2010,Main tujhe bahut bahut bahut love karoonga aur tujhse dher sara love loonga ... bol degi love?,I'll love you a lot and I'll take a lot of love from you ... what say will you give me love?

Band Baaja Baaraat,Release Year - 2010,Aaj friend bol raha hai ... kal I love you bol dega,Today you are calling me a friend ... tomorrow you might say I love you

My Name Is Khan,Release Year - 2010,Mujhe darr toh bahut si cheezon se lagta hai ... par sabse zyada darr tumhe kho dene ke khayal se lagta hai,I am scared of a lot of things ... but the thing that scares me the most is the thought of losing you

My Name Is Khan,Release Year - 2010,Kuch khaas awaazon se dil ki dhadkane tezz ho jaati hai,The heartbeat gets faster when you hear some special voices

My Name Is Khan,Release Year - 2010,"My name is Khan, and I'm not a terrorist","My name is Khan, and I'm not a terrorist"

My Name Is Khan,Release Year - 2010,Namaaz jagah aur logon se nahi ... neeyat se padhi jaati hai,To pray you don't need to look at the place and the people ... you need to look at the intention

All The Best,Release Year - 2009,Comedy toh abhi abhi shuru ki hai beta ... action main tees saal se karta aa raha hoon,"Son, I have just started with comedy ... but I have been doing action since 30 years"

All The Best,Release Year - 2009,Tempo ... Dhondu nikaal!,Tempo ... Take out Dhondu!

All The Best,Release Year - 2009,Kya dekh raha hai? ... Rolex hai Rolex ... woh bhi original,What are you seeing? ... it's a Rolex ... and that to original

All The Best,Release Year - 2009,"Tere se badi degree mere paas hai ... MBA ... ""Maha Bekaar Aadmi""","I have a bigger degree than yours ... MBA ... ""Most Bootless Adult"""

Swades,Release Year - 2004,"Main nahi manta hamara desh duniya ka sabse mahaan desh hai ... lekin yeh zaroor manta hoon ... ki hum mein kabliyat hai, taqat hai, apne desh ko mahaan banane ki","I don't believe our country is the best country in the world ... but I do believe ... that we have the potential and the strength, to make our country the best"

Swades,Release Year - 2004,Mann se Raavan joh nikale ... Ram uske mann mein hai,Ram lives in the heart of one ... who removes Raavan out from their heart

Swades,Release Year - 2004,Apne hi paani mein pighal jaana barf ka muqaddar hota hai,It is the destiny of ice to melt in its own water

Swades,Release Year - 2004,Hum sab ek doosre ko dosh de rahe hai ... jab ki sachchai yeh hai ki ... hum sab hi doshi hai,We all are blaming each other ... when the truth is that ... we all are culprits

Munna Bhai MBBS,Release Year - 2003,Woh bahar casualty mein koi marne ki haalat mein raha ... to usko form bharna zaroori hai kya?,If someone outside in casualty is about to die ... then do they have to fill the form?

Munna Bhai MBBS,Release Year - 2003,Bhai yeh room toh ... shuru hote hi khatam ho gaya,Brother what room is this ... it ends as it starts

Munna Bhai MBBS,Release Year - 2003,"Life mein jab time kam rehta hai na ... double jeene ka, double","In life when you have less time ... live double, double"

Munna Bhai MBBS,Release Year - 2003,Bhai ... tension nahin lene ka bhai,Brother ... don't take tension brother

Life Partner,Release Year - 2009,Love marriage mein aadmi khud apni marzi se kuaye ke andhar jaata hai ... arranged marriage mein aadmi ka pura khandaan usko kuaye ke andhar dhakel deta hai ... lekin jaata toh kuaye mein hi hai,In love marriage a man goes into the well at his own wish ... in arranged marriage the man's full family throws him into the well ... but no matter what the man goes in the well

Life Partner,Release Year - 2009,Galat soch ka matlab kabhi sahi nahi ho sakta,The meaning of a wrong thought can never be right

Yeshwant,Release Year - 1997,Ek machhar sala aadmi ko hijda bana deta hai!,One bloody mosquito can turn a man into a eunuch!

Yeshwant,Release Year - 1997,"Giro saalo giro, lekin giro toh us jharne ki tarah ... joh parbat ki oonchai se girke bhi apni sundarta khone nahi deta ... zameen ke teh se milke bhi apni astitva ko narth nahi hone deta","Fall you bloody people fall, but fall like a waterfall ... who even after falling from the heights of the mountain does not lose its beauty ... who even after meeting the ground does not let its exsistence go away"

Yeshwant,Release Year - 1997,Sau mein se assi beimaan ... phir bhi mera desh mahaan,"Out of 100, 80 are cheaters ... but still my country is great"

Yeshwant,Release Year - 1997,Ek khatmal poori raat ko apahij kar deta hai,One bed bug can handicap the whole night 

Krantiveer,Release Year - 1994,Kutte ki tarah jeene ki aadat padhi hai sabko,Everyone has become habituated to live life as a dog

Krantiveer,Release Year - 1994,Aa gaye meri maut ka tamasha dekhne,So you have come to see the scene of my death

Krantiveer,Release Year - 1994,Saale apne khud ke desh mein ek sui nahin bana sakte ... aur hamara desh todne ka sapna dekhte hain,Bloody they can't make a needle in their own country ... and they dream of destroying our country

Krantiveer,Release Year - 1994,"Yeh Musalman ka khoon yeh Hindu ka khoon ... bata is mein Musalman ka kaunsa Hindu ka kaunsa, bata!","This is a Muslim's blood and this is a Hindu's blood ... now tell me which one is Muslim's and which one is Hindu's, tell me!"

Lage Raho Munna Bhai,Release Year - 2006,Pehle se andar hain ... aur kitna andar jayenge,We are already inside ... how much more inside can we go

Lage Raho Munna Bhai,Release Year - 2006,"Bhai, apun jhoot nahin bolega ... par tum toh bol sakta hai na","Brother, I won't lie ... but you can "

Lage Raho Munna Bhai,Release Year - 2006,"Apun ne ek-sau-pandhra ghar khali karwaya ... baavan kidnapping kiyela hai ... kam se kam dhai-sau haddi toh torela rahenga ... pan kabhi andhar nahin aaya ... first time, first time kisi ko sorry bola ... direct andhar","We have vacated 115 houses ... done 52 kidnappings ... must have broken at least 250 bones ... but never went behind bars ... first time, first time we said sorry to someone ... and direct behind bars"

Lage Raho Munna Bhai,Release Year - 2006,"Gooooood mooooorning, Muuuuuumbaaaai!","Gooooood mooooorning, Muuuuuumbaaaai!"

Yamla Pagla Deewana,Release Year - 2011,"Dil achcha ho ya na ho ... lekin shakal, surat aur kapde achche hone chahiye","Whether your heart is good or not ... but your face, looks and clothes must be good"

Yamla Pagla Deewana,Release Year - 2011,Arre jab Dharmendra aur Sunny Deol lad rahe hai ... toh Bobby Deol kya karega,When Dharmendra and Sunny Deol are fighting ... then what will Bobby Deol do

Yamla Pagla Deewana,Release Year - 2011,Yeh Punjab hai Punjab ... yahan pehle goli marte hai ... phir shayad laash se kuch baat karlein,"This is Punjab, Punjab ... here first they shoot ... then may be they will talk with the dead body"

Yamla Pagla Deewana,Release Year - 2011,"Oye illaka kutton ka hota hai, bhen ke takke ... sher ka nahi","Hey, neighborhood is for dogs you sister sucker ... not for a tiger"

Dil Toh Baccha Hai Ji,Release Year - 2011,Life mein apna motto hai ... soo aur soone do,My motto in life is ... sleep and let sleep

Dil Toh Baccha Hai Ji,Release Year - 2011,See you all in the morning ... my babes are calling,See you all in the morning ... my babes are calling

Dil Toh Baccha Hai Ji,Release Year - 2011,"Yeh joh pyar mohabbat preet hai, sab jhoot fareb ki reet hai ... kisi andhe insaan ka sapna hai, ek goonge ka geet hai ... yeh joh pyar mohabbat preet hai, sab jhoot fareb ki reet hai","Love in all its forms is just an illusion ... it's a blind mans dream, it's a song of a mute person ... love in all its forms is just an illusion"

Dil Toh Baccha Hai Ji,Release Year - 2011,"Chahe pani ho ya patthar, Facebook ho ya Twitter ... kuch bhi nahi tere pyar se badhkar ... soochta hoon aksar, soochta hoon aksar","Be it water or a stone, be it Facebook or Twitter ... nothing is bigger than your love ... I think about that often, I think about that often"

A Wednesday,Release Year - 2008,Koi madharchod button dabakar mere liye yeh faisla nahin karega ... ki mujhe kab marna hai,No motherfucker can press a button and decide for me ... that when I should die
